DocSourcePositions#getStartPosition(CompilationUnitTree, DocCommentTree, DocTree):::Returns the starting position of the tree within the comment within the file:::
DocSourcePositions#getEndPosition(CompilationUnitTree, DocCommentTree, DocTree):::Returns the ending position of the tree within the comment within the file:::
DocTreeFactory#newAttributeTree(Name, ValueKind, List):::Create a new AttributeTree object, to represent an HTML attribute in an HTML tag.:::
TreeScanner#visitWhileLoop(WhileLoopTree, P)::: This implementation scans the children in left to right order.:::r->node->getCondition->scan->node->getStatement->scanAndReduce->return
TreeScanner#visitForLoop(ForLoopTree, P)::: This implementation scans the children in left to right order.:::r->node->getInitializer->scan->node->getCondition->scanAndReduce->node->getUpdate->scanAndReduce->node->getStatement->scanAndReduce->return
TreeScanner#visitEnhancedForLoop(EnhancedForLoopTree, P)::: This implementation scans the children in left to right order.:::r->node->getVariable->scan->node->getExpression->scanAndReduce->node->getStatement->scanAndReduce->return
TreeScanner#visitLabeledStatement(LabeledStatementTree, P)::: This implementation scans the children in left to right order.:::return->node->getStatement->scan
TreeScanner#visitSwitch(SwitchTree, P)::: This implementation scans the children in left to right order.:::r->node->getExpression->scan->node->getCases->scanAndReduce->return
TreeScanner#visitCase(CaseTree, P)::: This implementation scans the children in left to right order.:::r->node->getExpression->scan->node->getStatements->scanAndReduce->return
TreeScanner#visitSynchronized(SynchronizedTree, P)::: This implementation scans the children in left to right order.:::r->node->getExpression->scan->node->getBlock->scanAndReduce->return
TreeScanner#visitTry(TryTree, P)::: This implementation scans the children in left to right order.:::r->node->getResources->scan->node->getBlock->scanAndReduce->node->getCatches->scanAndReduce->node->getFinallyBlock->scanAndReduce->return
TreeScanner#visitCatch(CatchTree, P)::: This implementation scans the children in left to right order.:::r->node->getParameter->scan->node->getBlock->scanAndReduce->return
TreeScanner#visitConditionalExpression(ConditionalExpressionTree, P)::: This implementation scans the children in left to right order.:::r->node->getCondition->scan->node->getTrueExpression->scanAndReduce->node->getFalseExpression->scanAndReduce->return
TreeScanner#visitIf(IfTree, P)::: This implementation scans the children in left to right order.:::r->node->getCondition->scan->node->getThenStatement->scanAndReduce->node->getElseStatement->scanAndReduce->return
TreeScanner#visitExpressionStatement(ExpressionStatementTree, P)::: This implementation scans the children in left to right order.:::return->node->getExpression->scan
TreeScanner#visitBreak(BreakTree, P):::This implementation returns {@code null.:::return
TreeScanner#visitContinue(ContinueTree, P):::This implementation returns {@code null.:::return
TreeScanner#visitReturn(ReturnTree, P)::: This implementation scans the children in left to right order.:::return->node->getExpression->scan
TreeScanner#visitThrow(ThrowTree, P)::: This implementation scans the children in left to right order.:::return->node->getExpression->scan
TreeScanner#visitAssert(AssertTree, P)::: This implementation scans the children in left to right order.:::r->node->getCondition->scan->node->getDetail->scanAndReduce->return
TreeScanner#visitMethodInvocation(MethodInvocationTree, P)::: This implementation scans the children in left to right order.:::r->node->getTypeArguments->scan->node->getMethodSelect->scanAndReduce->node->getArguments->scanAndReduce->return
TreeScanner#visitNewClass(NewClassTree, P)::: This implementation scans the children in left to right order.:::r->node->getEnclosingExpression->scan->node->getIdentifier->scanAndReduce->node->getTypeArguments->scanAndReduce->node->getArguments->scanAndReduce->node->getClassBody->scanAndReduce->return
TreeScanner#visitNewArray(NewArrayTree, P)::: This implementation scans the children in left to right order.:::r->node->getType->scan->node->getDimensions->scanAndReduce->node->getInitializers->scanAndReduce->node->getAnnotations->scanAndReduce->foreach->node->getDimAnnotations->scanAndReduce->return
TreeScanner#visitLambdaExpression(LambdaExpressionTree, P)::: This implementation scans the children in left to right order.:::r->node->getParameters->scan->node->getBody->scanAndReduce->return
TreeScanner#visitParenthesized(ParenthesizedTree, P)::: This implementation scans the children in left to right order.:::return->node->getExpression->scan
TreeScanner#visitAssignment(AssignmentTree, P)::: This implementation scans the children in left to right order.:::r->node->getVariable->scan->node->getExpression->scanAndReduce->return
TreeScanner#visitCompoundAssignment(CompoundAssignmentTree, P)::: This implementation scans the children in left to right order.:::r->node->getVariable->scan->node->getExpression->scanAndReduce->return
TreeScanner#visitUnary(UnaryTree, P)::: This implementation scans the children in left to right order.:::return->node->getExpression->scan
TreeScanner#visitBinary(BinaryTree, P)::: This implementation scans the children in left to right order.:::r->node->getLeftOperand->scan->node->getRightOperand->scanAndReduce->return
TreeScanner#visitTypeCast(TypeCastTree, P)::: This implementation scans the children in left to right order.:::r->node->getType->scan->node->getExpression->scanAndReduce->return
TreeScanner#visitInstanceOf(InstanceOfTree, P)::: This implementation scans the children in left to right order.:::r->node->getExpression->scan->node->getType->scanAndReduce->return
TreeScanner#visitArrayAccess(ArrayAccessTree, P)::: This implementation scans the children in left to right order.:::r->node->getExpression->scan->node->getIndex->scanAndReduce->return
TreeScanner#visitMemberSelect(MemberSelectTree, P)::: This implementation scans the children in left to right order.:::return->node->getExpression->scan
TreeScanner#visitMemberReference(MemberReferenceTree, P)::: This implementation scans the children in left to right order.:::r->node->getQualifierExpression->scan->node->getTypeArguments->scanAndReduce->return
TreeScanner#visitIdentifier(IdentifierTree, P):::This implementation returns {@code null.:::return
TreeScanner#visitLiteral(LiteralTree, P):::This implementation returns {@code null.:::return
TreeScanner#visitPrimitiveType(PrimitiveTypeTree, P):::This implementation returns {@code null.:::return
TreeScanner#visitArrayType(ArrayTypeTree, P)::: This implementation scans the children in left to right order.:::return->node->getType->scan
TreeScanner#visitParameterizedType(ParameterizedTypeTree, P)::: This implementation scans the children in left to right order.:::r->node->getType->scan->node->getTypeArguments->scanAndReduce->return
TreeScanner#visitUnionType(UnionTypeTree, P)::: This implementation scans the children in left to right order.:::return->node->getTypeAlternatives->scan
TreeScanner#visitIntersectionType(IntersectionTypeTree, P)::: This implementation scans the children in left to right order.:::return->node->getBounds->scan
TreeScanner#visitTypeParameter(TypeParameterTree, P)::: This implementation scans the children in left to right order.:::r->node->getAnnotations->scan->node->getBounds->scanAndReduce->return
TreeScanner#visitWildcard(WildcardTree, P)::: This implementation scans the children in left to right order.:::return->node->getBound->scan
TreeScanner#visitModifiers(ModifiersTree, P)::: This implementation scans the children in left to right order.:::return->node->getAnnotations->scan
TreeScanner#visitAnnotation(AnnotationTree, P)::: This implementation scans the children in left to right order.:::r->node->getAnnotationType->scan->node->getArguments->scanAndReduce->return
TreeScanner#visitAnnotatedType(AnnotatedTypeTree, P)::: This implementation scans the children in left to right order.:::r->node->getAnnotations->scan->node->getUnderlyingType->scanAndReduce->return
TreeScanner#visitOther(Tree, P):::This implementation returns {@code null.:::return
TreeScanner#visitErroneous(ErroneousTree, P):::This implementation returns {@code null.:::return
